;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 15/04/2022 18:39:38
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_MathDouble.c,982 :: 		
0x07C6	0x2140      	CALL       _SETFUN32
;__Lib_MathDouble.c,984 :: 		
DIV32EEE:
;__Lib_MathDouble.c,985 :: 		
0x07C7	0x0000      	NOP
;__Lib_MathDouble.c,994 :: 		
L_end_Div_32x32_FP:
0x07C8	0x0008      	RETURN
; end of _Div_32x32_FP
_ADC_Read:
;__Lib_ADC_A_C.c,68 :: 		
;__Lib_ADC_A_C.c,70 :: 		
0x07C9	0x1283      	BCF        STATUS, 5
0x07CA	0x1303      	BCF        STATUS, 6
0x07CB	0x019F      	CLRF       ADCON0
;__Lib_ADC_A_C.c,71 :: 		
0x07CC	0x30C0      	MOVLW      192
0x07CD	0x049F      	IORWF      ADCON0, 1
;__Lib_ADC_A_C.c,72 :: 		
0x07CE	0x096B      	COMF       _vref_mask, 0
0x07CF	0x00F0      	MOVWF      R0
0x07D0	0x0870      	MOVF       R0, 0
0x07D1	0x1683      	BSF        STATUS, 5
0x07D2	0x059F      	ANDWF      ADCON1, 1
;__Lib_ADC_A_C.c,73 :: 		
0x07D3	0x171F      	BSF        ADCON1, 6
;__Lib_ADC_A_C.c,74 :: 		
0x07D4	0x179F      	BSF        ADCON1, 7
;__Lib_ADC_A_C.c,75 :: 		
0x07D5	0x0840      	MOVF       FARG_ADC_Read_channel, 0
0x07D6	0x00F0      	MOVWF      R0
0x07D7	0x0DF0      	RLF        R0, 1
0x07D8	0x1070      	BCF        R0, 0
0x07D9	0x0DF0      	RLF        R0, 1
0x07DA	0x1070      	BCF        R0, 0
0x07DB	0x0DF0      	RLF        R0, 1
0x07DC	0x1070      	BCF        R0, 0
0x07DD	0x0870      	MOVF       R0, 0
0x07DE	0x1283      	BCF        STATUS, 5
0x07DF	0x049F      	IORWF      ADCON0, 1
;__Lib_ADC_A_C.c,78 :: 		
0x07E0	0x141F      	BSF        ADCON0, 0
;__Lib_ADC_A_C.c,81 :: 		
0x07E1	0x23BD      	CALL       _Delay_22us
;__Lib_ADC_A_C.c,84 :: 		
0x07E2	0x151F      	BSF        ADCON0, 2
;__Lib_ADC_A_C.c,87 :: 		
L_ADC_Read2:
0x07E3	0x1D1F      	BTFSS      ADCON0, 2
0x07E4	0x2FE7      	GOTO       L_ADC_Read3
;__Lib_ADC_A_C.c,88 :: 		
0x07E5	0x0000      	NOP
0x07E6	0x2FE3      	GOTO       L_ADC_Read2
L_ADC_Read3:
;__Lib_ADC_A_C.c,91 :: 		
0x07E7	0x101F      	BCF        ADCON0, 0
;__Lib_ADC_A_C.c,94 :: 		
0x07E8	0x081E      	MOVF       ADRESH, 0
0x07E9	0x00F1      	MOVWF      R0+1
0x07EA	0x01F0      	CLRF       R0
0x07EB	0x1683      	BSF        STATUS, 5
0x07EC	0x081E      	MOVF       ADRESL, 0
0x07ED	0x04F0      	IORWF      R0, 1
0x07EE	0x3000      	MOVLW      0
0x07EF	0x04F1      	IORWF      R0+1, 1
;__Lib_ADC_A_C.c,95 :: 		
L_end_ADC_Read:
0x07F0	0x0008      	RETURN
; end of _ADC_Read
0x07F2	0x3030      	MOVLW      48
0x07F3	0x0084      	MOVWF      FSR
0x07F4	0x303C      	MOVLW      60
0x07F5	0x1283      	BCF        STATUS, 5
0x07F6	0x1303      	BCF        STATUS, 6
0x07F7	0x00F0      	MOVWF      R0
0x07F8	0x30DC      	MOVLW      220
0x07F9	0x1683      	BSF        STATUS, 5
0x07FA	0x00A0      	MOVWF      ___DoICPAddr
0x07FB	0x300C      	MOVLW      12
0x07FC	0x00A1      	MOVWF      161
0x07FD	0x158A      	BSF        PCLATH, 3
0x07FE	0x2052      	CALL       2130
0x07FF	0x118A      	BCF        PCLATH, 3
0x0800	0x0008      	RETURN
_Lcd_Chr:
;__Lib_Lcd.c,65 :: 		
;__Lib_Lcd.c,66 :: 		
0x0800	0x2812      	GOTO       L_Lcd_Chr4
;__Lib_Lcd.c,67 :: 		
L_Lcd_Chr6:
0x0801	0x3080      	MOVLW      128
0x0802	0x1683      	BSF        STATUS, 5
0x0803	0x1303      	BCF        STATUS, 6
0x0804	0x00C0      	MOVWF      FARG_Lcd_Chr_row
0x0805	0x2825      	GOTO       L_Lcd_Chr5
;__Lib_Lcd.c,68 :: 		
L_Lcd_Chr7:
0x0806	0x30C0      	MOVLW      192
0x0807	0x00C0      	MOVWF      FARG_Lcd_Chr_row
0x0808	0x2825      	GOTO       L_Lcd_Chr5
;__Lib_Lcd.c,69 :: 		
L_Lcd_Chr8:
0x0809	0x3094      	MOVLW      148
0x080A	0x00C0      	MOVWF      FARG_Lcd_Chr_row
0x080B	0x2825      	GOTO       L_Lcd_Chr5
;__Lib_Lcd.c,70 :: 		
L_Lcd_Chr9:
0x080C	0x30D4      	MOVLW      212
0x080D	0x00C0      	MOVWF      FARG_Lcd_Chr_row
0x080E	0x2825      	GOTO       L_Lcd_Chr5
;__Lib_Lcd.c,71 :: 		
L_Lcd_Chr10:
0x080F	0x3080      	MOVLW      128
0x0810	0x00C0      	MOVWF      FARG_Lcd_Chr_row
;__Lib_Lcd.c,72 :: 		
0x0811	0x2825      	GOTO       L_Lcd_Chr5
L_Lcd_Chr4:
0x0812	0x1683      	BSF        STATUS, 5
0x0813	0x1303      	BCF        STATUS, 6
0x0814	0x0840      	MOVF       FARG_Lcd_Chr_row, 0
0x0815	0x3A01      	XORLW      1
0x0816	0x1903      	BTFSC      STATUS, 2
0x0817	0x2801      	GOTO       L_Lcd_Chr6
0x0818	0x0840      	MOVF       FARG_Lcd_Chr_row, 0
0x0819	0x3A02      	XORLW      2
0x081A	0x1903      	BTFSC      STATUS, 2
0x081B	0x2806      	GOTO       L_Lcd_Chr7
0x081C	0x0840      	MOVF       FARG_Lcd_Chr_row, 0
0x081D	0x3A03      	XORLW      3
0x081E	0x1903      	BTFSC      STATUS, 2
0x081F	0x2809      	GOTO       L_Lcd_Chr8
0x0820	0x0840      	MOVF       FARG_Lcd_Chr_row, 0
0x0821	0x3A04      	XORLW      4
0x0822	0x1903      	BTFSC      STATUS, 2
0x0823	0x280C      	GOTO       L_Lcd_Chr9
0x0824	0x280F      	GOTO       L_Lcd_Chr10
L_Lcd_Chr5:
;__Lib_Lcd.c,74 :: 		
0x0825	0x0341      	DECF       FARG_Lcd_Chr_column, 0
0x0826	0x00F0      	MOVWF      R0
0x0827	0x0840      	MOVF       FARG_Lcd_Chr_row, 0
0x0828	0x07F0      	ADDWF      R0, 1
0x0829	0x0870      	MOVF       R0, 0
0x082A	0x00C0      	MOVWF      FARG_Lcd_Chr_row
;__Lib_Lcd.c,76 :: 		
0x082B	0x1422      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,77 :: 		
0x082C	0x0870      	MOVF       R0, 0
0x082D	0x00CF      	MOVWF      FARG_Lcd_Cmd_out_char
0x082E	0x118A      	BCF        PCLATH, 3
0x082F	0x214C      	CALL       _Lcd_Cmd
0x0830	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,79 :: 		
0x0831	0x1683      	BSF        STATUS, 5
0x0832	0x1022      	BCF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,80 :: 		
0x0833	0x0842      	MOVF       FARG_Lcd_Chr_out_char, 0
0x0834	0x00CF      	MOVWF      FARG_Lcd_Cmd_out_char
0x0835	0x118A      	BCF        PCLATH, 3
0x0836	0x214C      	CALL       _Lcd_Cmd
0x0837	0x158A      	BSF        PCLATH, 3
;__Lib_Lcd.c,81 :: 		
0x0838	0x1683      	BSF        STATUS, 5
0x0839	0x1422      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,82 :: 		
L_end_Lcd_Chr:
0x083A	0x0008      	RETURN
; end of _Lcd_Chr
_ADC_Init:
;__Lib_ADC_A_C.c,19 :: 		
;__Lib_ADC_A_C.c,20 :: 		
0x083B	0x30FF      	MOVLW      _ADC_Get_Sample
0x083C	0x1683      	BSF        STATUS, 5
0x083D	0x1303      	BCF        STATUS, 6
0x083E	0x00B9      	MOVWF      _ADC_Get_Sample_Ptr
0x083F	0x30FF      	MOVLW      hi_addr(_ADC_Get_Sample)
0x0840	0x00BA      	MOVWF      _ADC_Get_Sample_Ptr+1
0x0841	0x30FF      	MOVLW      FARG_ADC_Get_Sample_channel
0x0842	0x00BB      	MOVWF      _ADC_Get_Sample_Ptr+2
0x0843	0x30FF      	MOVLW      hi_addr(FARG_ADC_Get_Sample_channel)
;__Lib_ADC_A_C.c,22 :: 		
0x0844	0x1283      	BCF        STATUS, 5
0x0845	0x019F      	CLRF       ADCON0
;__Lib_ADC_A_C.c,23 :: 		
0x0846	0x30C0      	MOVLW      192
0x0847	0x049F      	IORWF      ADCON0, 1
;__Lib_ADC_A_C.c,24 :: 		
0x0848	0x096B      	COMF       _vref_mask, 0
0x0849	0x00F0      	MOVWF      R0
0x084A	0x0870      	MOVF       R0, 0
0x084B	0x1683      	BSF        STATUS, 5
0x084C	0x059F      	ANDWF      ADCON1, 1
;__Lib_ADC_A_C.c,25 :: 		
0x084D	0x171F      	BSF        ADCON1, 6
;__Lib_ADC_A_C.c,26 :: 		
0x084E	0x179F      	BSF        ADCON1, 7
;__Lib_ADC_A_C.c,29 :: 		
0x084F	0x1283      	BCF        STATUS, 5
0x0850	0x141F      	BSF        ADCON0, 0
;__Lib_ADC_A_C.c,30 :: 		
L_end_ADC_Init:
0x0851	0x0008      	RETURN
; end of _ADC_Init
___CC2DW:
;__Lib_System.c,134 :: 		
;__Lib_System.c,137 :: 		
_CC2D_Loop1:
;__Lib_System.c,139 :: 		
0x0852	0x118A      	BCF        PCLATH, 3
0x0853	0x23C5      	CALL       _____DoICP
0x0854	0x158A      	BSF        PCLATH, 3
0x0855	0x120A      	BCF        PCLATH, 4
;__Lib_System.c,141 :: 		
0x0856	0x0080      	MOVWF      INDF
;__Lib_System.c,142 :: 		
0x0857	0x0A84      	INCF       FSR, 1
;__Lib_System.c,143 :: 		
0x0858	0x0AA0      	INCF       ___DoICPAddr, 1
;__Lib_System.c,145 :: 		
0x0859	0x1903      	BTFSC      STATUS, 2
;__Lib_System.c,146 :: 		
0x085A	0x0AA1      	INCF       ___DoICPAddr+1, 1
;__Lib_System.c,147 :: 		
0x085B	0x03F0      	DECF       R0, 1
;__Lib_System.c,149 :: 		
0x085C	0x1D03      	BTFSS      STATUS, 2
;__Lib_System.c,150 :: 		
0x085D	0x2852      	GOTO       _CC2D_Loop1
;__Lib_System.c,152 :: 		
L_end___CC2DW:
0x085E	0x0008      	RETURN
; end of ___CC2DW
_Sound_Play:
;__Lib_Sound.c,27 :: 		
;__Lib_Sound.c,31 :: 		
0x085F	0x118A      	BCF        PCLATH, 3
0x0860	0x24D3      	CALL       _Get_Fosc_kHz
0x0861	0x158A      	BSF        PCLATH, 3
0x0862	0x30E8      	MOVLW      232
0x0863	0x00F4      	MOVWF      R4
0x0864	0x3003      	MOVLW      3
0x0865	0x00F5      	MOVWF      R4+1
0x0866	0x01F6      	CLRF       R4+2
0x0867	0x01F7      	CLRF       R4+3
0x0868	0x118A      	BCF        PCLATH, 3
0x0869	0x2448      	CALL       _Mul_32x32_U
0x086A	0x158A      	BSF        PCLATH, 3
0x086B	0x0870      	MOVF       R0, 0
0x086C	0x1683      	BSF        STATUS, 5
0x086D	0x00D8      	MOVWF      Sound_Play_per_nc_L0
0x086E	0x0871      	MOVF       R0+1, 0
0x086F	0x00D9      	MOVWF      Sound_Play_per_nc_L0+1
0x0870	0x0872      	MOVF       R0+2, 0
0x0871	0x00DA      	MOVWF      Sound_Play_per_nc_L0+2
0x0872	0x0873      	MOVF       R0+3, 0
0x0873	0x00DB      	MOVWF      Sound_Play_per_nc_L0+3
;__Lib_Sound.c,32 :: 		
0x0874	0x0850      	MOVF       FARG_Sound_Play_freq_in_hz, 0
0x0875	0x00F4      	MOVWF      R4
0x0876	0x0851      	MOVF       FARG_Sound_Play_freq_in_hz+1, 0
0x0877	0x00F5      	MOVWF      R4+1
0x0878	0x01F6      	CLRF       R4+2
0x0879	0x01F7      	CLRF       R4+3
0x087A	0x118A      	BCF        PCLATH, 3
0x087B	0x223C      	CALL       _Div_32x32_U
0x087C	0x158A      	BSF        PCLATH, 3
0x087D	0x0870      	MOVF       R0, 0
0x087E	0x1683      	BSF        STATUS, 5
0x087F	0x00D8      	MOVWF      Sound_Play_per_nc_L0
0x0880	0x0871      	MOVF       R0+1, 0
0x0881	0x00D9      	MOVWF      Sound_Play_per_nc_L0+1
0x0882	0x0872      	MOVF       R0+2, 0
0x0883	0x00DA      	MOVWF      Sound_Play_per_nc_L0+2
0x0884	0x0873      	MOVF       R0+3, 0
0x0885	0x00DB      	MOVWF      Sound_Play_per_nc_L0+3
;__Lib_Sound.c,33 :: 		
0x0886	0x0870      	MOVF       R0, 0
0x0887	0x00F5      	MOVWF      R5
0x0888	0x0871      	MOVF       R0+1, 0
0x0889	0x00F6      	MOVWF      R5+1
0x088A	0x0872      	MOVF       R0+2, 0
0x088B	0x00F7      	MOVWF      R5+2
0x088C	0x0873      	MOVF       R0+3, 0
0x088D	0x00F8      	MOVWF      R5+3
0x088E	0x0CF8      	RRF        R5+3, 1
0x088F	0x0CF7      	RRF        R5+2, 1
0x0890	0x0CF6      	RRF        R5+1, 1
0x0891	0x0CF5      	RRF        R5, 1
0x0892	0x13F8      	BCF        R5+3, 7
0x0893	0x0CF8      	RRF        R5+3, 1
0x0894	0x0CF7      	RRF        R5+2, 1
0x0895	0x0CF6      	RRF        R5+1, 1
0x0896	0x0CF5      	RRF        R5, 1
0x0897	0x13F8      	BCF        R5+3, 7
0x0898	0x0875      	MOVF       R5, 0
0x0899	0x00F0      	MOVWF      R0
0x089A	0x0876      	MOVF       R5+1, 0
0x089B	0x00F1      	MOVWF      R0+1
0x089C	0x0877      	MOVF       R5+2, 0
0x089D	0x00F2      	MOVWF      R0+2
0x089E	0x0878      	MOVF       R5+3, 0
0x089F	0x00F3      	MOVWF      R0+3
0x08A0	0x0CF3      	RRF        R0+3, 1
0x08A1	0x0CF2      	RRF        R0+2, 1
0x08A2	0x0CF1      	RRF        R0+1, 1
0x08A3	0x0CF0      	RRF        R0, 1
0x08A4	0x13F3      	BCF        R0+3, 7
0x08A5	0x0870      	MOVF       R0, 0
0x08A6	0x00D4      	MOVWF      Sound_Play_nc_L0
0x08A7	0x0871      	MOVF       R0+1, 0
0x08A8	0x00D5      	MOVWF      Sound_Play_nc_L0+1
;__Lib_Sound.c,36 :: 		
0x08A9	0x118A      	BCF        PCLATH, 3
0x08AA	0x24D3      	CALL       _Get_Fosc_kHz
0x08AB	0x158A      	BSF        PCLATH, 3
0x08AC	0x1683      	BSF        STATUS, 5
0x08AD	0x0852      	MOVF       FARG_Sound_Play_duration_ms, 0
0x08AE	0x00F4      	MOVWF      R4
0x08AF	0x0853      	MOVF       FARG_Sound_Play_duration_ms+1, 0
0x08B0	0x00F5      	MOVWF      R4+1
0x08B1	0x01F6      	CLRF       R4+2
0x08B2	0x01F7      	CLRF       R4+3
0x08B3	0x118A      	BCF        PCLATH, 3
0x08B4	0x2448      	CALL       _Mul_32x32_U
0x08B5	0x158A      	BSF        PCLATH, 3
0x08B6	0x1683      	BSF        STATUS, 5
0x08B7	0x0854      	MOVF       Sound_Play_nc_L0, 0
0x08B8	0x00F9      	MOVWF      R9
0x08B9	0x0855      	MOVF       Sound_Play_nc_L0+1, 0
0x08BA	0x00FA      	MOVWF      R9+1
0x08BB	0x01FB      	CLRF       R9+2
0x08BC	0x01FC      	CLRF       R9+3
0x08BD	0x3003      	MOVLW      3
0x08BE	0x00F8      	MOVWF      R8
0x08BF	0x0879      	MOVF       R9, 0
0x08C0	0x00F4      	MOVWF      R4
0x08C1	0x087A      	MOVF       R9+1, 0
0x08C2	0x00F5      	MOVWF      R4+1
0x08C3	0x087B      	MOVF       R9+2, 0
0x08C4	0x00F6      	MOVWF      R4+2
0x08C5	0x087C      	MOVF       R9+3, 0
0x08C6	0x00F7      	MOVWF      R4+3
0x08C7	0x0878      	MOVF       R8, 0
L__Sound_Play15:
0x08C8	0x1903      	BTFSC      STATUS, 2
0x08C9	0x28D1      	GOTO       L__Sound_Play16
0x08CA	0x0DF4      	RLF        R4, 1
0x08CB	0x0DF5      	RLF        R4+1, 1
0x08CC	0x0DF6      	RLF        R4+2, 1
0x08CD	0x0DF7      	RLF        R4+3, 1
0x08CE	0x1074      	BCF        R4, 0
0x08CF	0x3EFF      	ADDLW      255
0x08D0	0x28C8      	GOTO       L__Sound_Play15
L__Sound_Play16:
0x08D1	0x118A      	BCF        PCLATH, 3
0x08D2	0x223C      	CALL       _Div_32x32_U
0x08D3	0x158A      	BSF        PCLATH, 3
0x08D4	0x0870      	MOVF       R0, 0
0x08D5	0x1683      	BSF        STATUS, 5
0x08D6	0x00D8      	MOVWF      Sound_Play_per_nc_L0
0x08D7	0x0871      	MOVF       R0+1, 0
0x08D8	0x00D9      	MOVWF      Sound_Play_per_nc_L0+1
0x08D9	0x0872      	MOVF       R0+2, 0
0x08DA	0x00DA      	MOVWF      Sound_Play_per_nc_L0+2
0x08DB	0x0873      	MOVF       R0+3, 0
0x08DC	0x00DB      	MOVWF      Sound_Play_per_nc_L0+3
;__Lib_Sound.c,38 :: 		
0x08DD	0x300A      	MOVLW      10
0x08DE	0x00F4      	MOVWF      R4
0x08DF	0x3000      	MOVLW      0
0x08E0	0x00F5      	MOVWF      R4+1
0x08E1	0x0854      	MOVF       Sound_Play_nc_L0, 0
0x08E2	0x00F0      	MOVWF      R0
0x08E3	0x0855      	MOVF       Sound_Play_nc_L0+1, 0
0x08E4	0x00F1      	MOVWF      R0+1
0x08E5	0x118A      	BCF        PCLATH, 3
0x08E6	0x24EF      	CALL       _Div_16X16_U
0x08E7	0x158A      	BSF        PCLATH, 3
0x08E8	0x0870      	MOVF       R0, 0
0x08E9	0x1683      	BSF        STATUS, 5
0x08EA	0x00D4      	MOVWF      Sound_Play_nc_L0
0x08EB	0x0871      	MOVF       R0+1, 0
0x08EC	0x00D5      	MOVWF      Sound_Play_nc_L0+1
;__Lib_Sound.c,39 :: 		
0x08ED	0x3000      	MOVLW      0
0x08EE	0x0271      	SUBWF      R0+1, 0
0x08EF	0x1D03      	BTFSS      STATUS, 2
0x08F0	0x28F3      	GOTO       L__Sound_Play17
0x08F1	0x3003      	MOVLW      3
0x08F2	0x0270      	SUBWF      R0, 0
L__Sound_Play17:
0x08F3	0x1803      	BTFSC      STATUS, 0
0x08F4	0x28F6      	GOTO       L_Sound_Play0
0x08F5	0x294B      	GOTO       L_end_Sound_Play
L_Sound_Play0:
;__Lib_Sound.c,40 :: 		
0x08F6	0x0825      	MOVF       __Lib_Sound_soundPortAddr, 0
0x08F7	0x0084      	MOVWF      FSR
;__Lib_Sound.c,41 :: 		
L_Sound_Play1:
0x08F8	0x085B      	MOVF       Sound_Play_per_nc_L0+3, 0
0x08F9	0x3C00      	SUBLW      0
0x08FA	0x1D03      	BTFSS      STATUS, 2
0x08FB	0x2906      	GOTO       L__Sound_Play18
0x08FC	0x085A      	MOVF       Sound_Play_per_nc_L0+2, 0
0x08FD	0x3C00      	SUBLW      0
0x08FE	0x1D03      	BTFSS      STATUS, 2
0x08FF	0x2906      	GOTO       L__Sound_Play18
0x0900	0x0859      	MOVF       Sound_Play_per_nc_L0+1, 0
0x0901	0x3C00      	SUBLW      0
0x0902	0x1D03      	BTFSS      STATUS, 2
0x0903	0x2906      	GOTO       L__Sound_Play18
0x0904	0x0858      	MOVF       Sound_Play_per_nc_L0, 0
0x0905	0x3C00      	SUBLW      0
L__Sound_Play18:
0x0906	0x1803      	BTFSC      STATUS, 0
0x0907	0x2949      	GOTO       L_Sound_Play2
;__Lib_Sound.c,42 :: 		
0x0908	0x0824      	MOVF       __Lib_Sound_pinMask1, 0
0x0909	0x0480      	IORWF      INDF, 1
;__Lib_Sound.c,44 :: 		
0x090A	0x0855      	MOVF       Sound_Play_nc_L0+1, 0
0x090B	0x1903      	BTFSC      STATUS, 2
0x090C	0x291F      	GOTO       L_Sound_Play3
;__Lib_Sound.c,45 :: 		
0x090D	0x01D6      	CLRF       Sound_Play_i_L0
0x090E	0x01D7      	CLRF       Sound_Play_i_L0+1
L_Sound_Play4:
0x090F	0x3000      	MOVLW      0
0x0910	0x0257      	SUBWF      Sound_Play_i_L0+1, 0
0x0911	0x1D03      	BTFSS      STATUS, 2
0x0912	0x2915      	GOTO       L__Sound_Play19
0x0913	0x0855      	MOVF       Sound_Play_nc_L0+1, 0
0x0914	0x0256      	SUBWF      Sound_Play_i_L0, 0
L__Sound_Play19:
0x0915	0x1803      	BTFSC      STATUS, 0
0x0916	0x291F      	GOTO       L_Sound_Play5
;__Lib_Sound.c,46 :: 		
0x0917	0x01DC      	CLRF       FARG_Delay_Cyc_cycles_div_by_10
0x0918	0x118A      	BCF        PCLATH, 3
0x0919	0x24DC      	CALL       _Delay_Cyc
0x091A	0x158A      	BSF        PCLATH, 3
;__Lib_Sound.c,45 :: 		
0x091B	0x0AD6      	INCF       Sound_Play_i_L0, 1
0x091C	0x1903      	BTFSC      STATUS, 2
0x091D	0x0AD7      	INCF       Sound_Play_i_L0+1, 1
;__Lib_Sound.c,47 :: 		
0x091E	0x290F      	GOTO       L_Sound_Play4
L_Sound_Play5:
;__Lib_Sound.c,48 :: 		
L_Sound_Play3:
;__Lib_Sound.c,49 :: 		
0x091F	0x0854      	MOVF       Sound_Play_nc_L0, 0
0x0920	0x00DC      	MOVWF      FARG_Delay_Cyc_cycles_div_by_10
0x0921	0x118A      	BCF        PCLATH, 3
0x0922	0x24DC      	CALL       _Delay_Cyc
0x0923	0x158A      	BSF        PCLATH, 3
;__Lib_Sound.c,51 :: 		
0x0924	0x0823      	MOVF       __Lib_Sound_pinMask0, 0
0x0925	0x0580      	ANDWF      INDF, 1
;__Lib_Sound.c,53 :: 		
0x0926	0x0855      	MOVF       Sound_Play_nc_L0+1, 0
0x0927	0x1903      	BTFSC      STATUS, 2
0x0928	0x293B      	GOTO       L_Sound_Play7
;__Lib_Sound.c,54 :: 		
0x0929	0x01D6      	CLRF       Sound_Play_i_L0
0x092A	0x01D7      	CLRF       Sound_Play_i_L0+1
L_Sound_Play8:
0x092B	0x3000      	MOVLW      0
0x092C	0x0257      	SUBWF      Sound_Play_i_L0+1, 0
0x092D	0x1D03      	BTFSS      STATUS, 2
0x092E	0x2931      	GOTO       L__Sound_Play20
0x092F	0x0855      	MOVF       Sound_Play_nc_L0+1, 0
0x0930	0x0256      	SUBWF      Sound_Play_i_L0, 0
L__Sound_Play20:
0x0931	0x1803      	BTFSC      STATUS, 0
0x0932	0x293B      	GOTO       L_Sound_Play9
;__Lib_Sound.c,55 :: 		
0x0933	0x01DC      	CLRF       FARG_Delay_Cyc_cycles_div_by_10
0x0934	0x118A      	BCF        PCLATH, 3
0x0935	0x24DC      	CALL       _Delay_Cyc
0x0936	0x158A      	BSF        PCLATH, 3
;__Lib_Sound.c,54 :: 		
0x0937	0x0AD6      	INCF       Sound_Play_i_L0, 1
0x0938	0x1903      	BTFSC      STATUS, 2
0x0939	0x0AD7      	INCF       Sound_Play_i_L0+1, 1
;__Lib_Sound.c,56 :: 		
0x093A	0x292B      	GOTO       L_Sound_Play8
L_Sound_Play9:
;__Lib_Sound.c,57 :: 		
L_Sound_Play7:
;__Lib_Sound.c,58 :: 		
0x093B	0x0854      	MOVF       Sound_Play_nc_L0, 0
0x093C	0x00DC      	MOVWF      FARG_Delay_Cyc_cycles_div_by_10
0x093D	0x118A      	BCF        PCLATH, 3
0x093E	0x24DC      	CALL       _Delay_Cyc
0x093F	0x158A      	BSF        PCLATH, 3
;__Lib_Sound.c,60 :: 		
0x0940	0x3001      	MOVLW      1
0x0941	0x02D8      	SUBWF      Sound_Play_per_nc_L0, 1
0x0942	0x1C03      	BTFSS      STATUS, 0
0x0943	0x02D9      	SUBWF      Sound_Play_per_nc_L0+1, 1
0x0944	0x1C03      	BTFSS      STATUS, 0
0x0945	0x02DA      	SUBWF      Sound_Play_per_nc_L0+2, 1
0x0946	0x1C03      	BTFSS      STATUS, 0
0x0947	0x02DB      	SUBWF      Sound_Play_per_nc_L0+3, 1
;__Lib_Sound.c,62 :: 		
0x0948	0x28F8      	GOTO       L_Sound_Play1
L_Sound_Play2:
;__Lib_Sound.c,63 :: 		
0x0949	0x0823      	MOVF       __Lib_Sound_pinMask0, 0
0x094A	0x0580      	ANDWF      INDF, 1
;__Lib_Sound.c,64 :: 		
L_end_Sound_Play:
0x094B	0x0008      	RETURN
; end of _Sound_Play
_Sound_Init:
;__Lib_Sound.c,11 :: 		
;__Lib_Sound.c,13 :: 		
0x094C	0x1683      	BSF        STATUS, 5
0x094D	0x1303      	BCF        STATUS, 6
0x094E	0x0840      	MOVF       FARG_Sound_Init_snd_port, 0
0x094F	0x00A5      	MOVWF      __Lib_Sound_soundPortAddr
;__Lib_Sound.c,15 :: 		
0x0950	0x0841      	MOVF       FARG_Sound_Init_snd_pin, 0
0x0951	0x00F1      	MOVWF      R1
0x0952	0x3001      	MOVLW      1
0x0953	0x00F0      	MOVWF      R0
0x0954	0x0871      	MOVF       R1, 0
L__Sound_Init12:
0x0955	0x1903      	BTFSC      STATUS, 2
0x0956	0x295B      	GOTO       L__Sound_Init13
0x0957	0x0DF0      	RLF        R0, 1
0x0958	0x1070      	BCF        R0, 0
0x0959	0x3EFF      	ADDLW      255
0x095A	0x2955      	GOTO       L__Sound_Init12
L__Sound_Init13:
0x095B	0x0870      	MOVF       R0, 0
0x095C	0x00A4      	MOVWF      __Lib_Sound_pinMask1
;__Lib_Sound.c,16 :: 		
0x095D	0x09F0      	COMF       R0, 1
0x095E	0x0870      	MOVF       R0, 0
0x095F	0x00A3      	MOVWF      __Lib_Sound_pinMask0
;__Lib_Sound.c,20 :: 		
0x0960	0x3080      	MOVLW      128
0x0961	0x0740      	ADDWF      FARG_Sound_Init_snd_port, 0
0x0962	0x0084      	MOVWF      FSR
;__Lib_Sound.c,21 :: 		
0x0963	0x0870      	MOVF       R0, 0
0x0964	0x0580      	ANDWF      INDF, 1
;__Lib_Sound.c,22 :: 		
0x0965	0x1384      	BCF        FSR, 7
;__Lib_Sound.c,23 :: 		
0x0966	0x0870      	MOVF       R0, 0
0x0967	0x0580      	ANDWF      INDF, 1
;__Lib_Sound.c,24 :: 		
L_end_Sound_Init:
0x0968	0x0008      	RETURN
; end of _Sound_Init
_Lcd_Out:
;__Lib_Lcd.c,184 :: 		
;__Lib_Lcd.c,187 :: 		
0x0969	0x297B      	GOTO       L_Lcd_Out11
;__Lib_Lcd.c,188 :: 		
L_Lcd_Out13:
0x096A	0x3080      	MOVLW      128
0x096B	0x1683      	BSF        STATUS, 5
0x096C	0x1303      	BCF        STATUS, 6
0x096D	0x00C0      	MOVWF      FARG_Lcd_Out_row
0x096E	0x298E      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,189 :: 		
L_Lcd_Out14:
0x096F	0x30C0      	MOVLW      192
0x0970	0x00C0      	MOVWF      FARG_Lcd_Out_row
0x0971	0x298E      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,190 :: 		
L_Lcd_Out15:
0x0972	0x3094      	MOVLW      148
0x0973	0x00C0      	MOVWF      FARG_Lcd_Out_row
0x0974	0x298E      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,191 :: 		
L_Lcd_Out16:
0x0975	0x30D4      	MOVLW      212
0x0976	0x00C0      	MOVWF      FARG_Lcd_Out_row
